Passengers;Revision;Temperature_Midday;Sunshine_Percentage;Snow_5Days;Temperature_Deviation;Temperature_Max;Temperature_Min;Temperature_Evening;Precipiation_5Days;Precipiation;Wind;Holiday;Special_Event;Year;Day_in_Month;Day;Month
5496;0;18.3;74;0;4.6;22;8.1;19;16.2;13.8;7.9;0;0;2014;23;Wednesday;April
6466;0;19.4;80;0;5.2;22;10.5;19.7;16.2;1.8;6.9;0;0;2014;24;Thursday;April
3890;0;20.3;45;0;3.8;21.1;9.1;13.7;24.8;8.9;11.8;0;0;2014;25;Friday;April
4728;0;14.8;4;0;2.6;17.5;10.5;15.4;60.7;25.9;13.7;0;0;2014;26;Saturday;April
3655;0;10.2;0;0;-1.9;11.2;7.1;9.2;71.2;16.2;8.2;0;0;2014;27;Sunday;April
1719;0;8;0;0;-3.5;8.4;6.1;7.4;71.5;20.4;6.8;0;0;2014;28;Monday;April
2872;0;11.6;0;0;-1.6;13.1;6.4;12;71.5;0.1;4.5;0;0;2014;29;Tuesday;April
1874;0;10.3;0;0;-1.6;10.8;8.2;10.2;65.6;3;8.6;0;0;2014;30;Wednesday;April
4872;0;15.1;11;0;0.2;15.9;8.6;12.8;36.5;3;5.3;0;0;2014;1;Thursday;May
3609;0;10;0;0;-1.8;11.7;8.9;10.6;52.4;19;3.6;0;0;2014;2;Friday;May
3990;0;7.7;0;0;-4.1;10.1;6.2;7;40.3;15.3;8.8;0;0;2014;3;Saturday;May
8931;0;11.2;19;0;-3.4;13.1;4.3;11.5;40.3;0;9.4;0;0;2014;4;Sunday;May
5694;0;16.1;94;0;-0.8;19.3;2.5;17.1;37.3;0;6;0;0;2014;5;Monday;May
5732;0;19.1;32;0;2.4;21.5;7.4;17;30.8;0;12;0;0;2014;6;Tuesday;May
2993;0;12.7;24;0;0.3;16.2;9.7;15.3;13.4;9.6;12.3;0;0;2014;7;Wednesday;May
5423;0;17.1;68;0;1.8;20.2;8.2;19.1;10;0;9.1;0;0;2014;8;Thursday;May
3924;0;20.6;47;0;4.1;21.8;12.4;18.4;10;0.4;13.7;0;0;2014;9;Friday;May
8962;0;20.3;48;0;3.7;21.4;9.5;19.2;18.4;0;15.3;0;0;2014;10;Saturday;May
7701;0;15.8;26;0;-1.4;17.8;6.6;11.9;28.9;18.3;26.9;0;0;2014;11;Sunday;May
3482;0;13.7;20;0;-3.5;14.4;6.6;9.9;23.3;3.4;17.2;0;0;2014;12;Monday;May
3189;0;7.9;21;0;-5.3;11.4;6.4;8.3;33;8.9;9;0;0;2014;13;Tuesday;May
3299;0;8.1;8;0;-6.2;10.8;6.2;6.9;47.7;15.1;9.4;0;0;2014;14;Wednesday;May
4866;0;8.4;8;0;-6;10.4;6.1;8.7;40.5;3.2;8.4;0;0;2014;15;Thursday;May
6378;0;14.5;46;0;-2.7;16.5;5.6;14.1;29.4;0;12.9;0;0;2014;16;Friday;May
9583;0;17.8;64;0;-1.1;18.8;7.6;15.3;26;0;12.4;0;0;2014;17;Saturday;May
14605;0;19.3;98;0;-0.1;21.3;6.2;19.1;15.9;0;;0;0;2014;18;Sunday;May
6717;0;22.6;78;0;3;23.6;10.1;19.7;1.2;0;;0;0;2014;19;Monday;May
7899;0;22.6;55;0;3.4;24.1;10;22;0;0;9.3;0;0;2014;20;Tuesday;May
8191;0;24.1;95;0;5.4;26;9.9;23.1;0;0;16.3;0;0;2014;21;Wednesday;May
7670;0;27.8;57;0;5.3;28.3;12.9;18.2;15.1;6.7;13.9;0;0;2014;22;Thursday;May
5428;0;18.1;68;0;0.3;20.6;9.7;19;20.5;10.5;9.6;0;0;2014;23;Friday;May
9890;0;15.5;41;0;0.1;19.2;10.6;16.5;21.1;3.9;7.3;0;0;2014;24;Saturday;May
14418;0;19.1;46;0;1.1;20.8;9.3;18.6;21.1;0;8.9;0;0;2014;25;Sunday;May
4546;0;18.1;14;0;0.5;18.1;13.3;16.3;37.5;0.3;8.5;0;0;2014;26;Monday;May
3840;0;12.5;1;0;-2.8;14.6;11.1;12.5;27.7;21.4;4.8;0;0;2014;27;Tuesday;May
5718;0;14.6;12;0;-1.5;17.6;9.6;16.5;22.3;0;5.8;0;0;2014;28;Wednesday;May
13873;0;18.2;23;0;-0.5;20.1;11.7;12.3;26.9;4.6;9.1;1;1;2014;29;Thursday;May
8544;0;15.4;0;0;-2.5;15.5;9.9;13.3;31.5;5.2;6.5;1;1;2014;30;Friday;May
15396;0;14.1;34;0;-2.9;18.2;8.4;16;15.1;0;10.2;0;0;2014;31;Saturday;May
15512;0;20.6;92;0;-0.1;21.7;7.8;19.5;9.8;0;6.8;0;0;2014;1;Sunday;June
8007;0;19;25;0;-0.7;21.7;11.3;13.7;20;10.1;8.3;0;0;2014;2;Monday;June
7364;0;19.9;26;0;-0.9;20.4;10.1;14.8;14.8;0.1;9.6;0;0;2014;3;Tuesday;June
5920;0;16.3;10;0;-2.1;19.1;10.1;14.4;17.8;7.6;7.8;0;0;2014;4;Wednesday;June
7906;0;18.1;70;0;-0.8;20.6;10.9;18.4;17.8;0;6.4;0;0;2014;5;Thursday;June
11758;0;23.6;82;0;2.3;26.3;10.3;24;17.8;0;6.1;0;0;2014;6;Friday;June
16403;0;27.9;78;0;5.7;30.4;13.2;26.7;7.6;0;4.9;0;0;2014;7;Saturday;June
26522;0;29.7;93;0;7.6;31.9;15.2;28.6;7.6;0;6.9;1;1;2014;8;Sunday;June
19923;0;30.7;75;0;7;34.3;16.9;21;15.7;15.7;20.9;1;1;2014;9;Monday;June
9712;0;30.5;85;0;7.7;32.1;15.3;28.5;19.3;3.6;11.8;0;0;2014;10;Tuesday;June
10356;0;27.3;89;0;6.4;29.3;15.3;27.8;19.3;0;8.3;0;0;2014;11;Wednesday;June
10536;0;26.8;68;0;4.9;29;16;17;56.6;37.2;20.6;0;0;2014;12;Thursday;June
11772;0;24.9;77;0;3.9;27.1;14.4;24.5;56.6;0.1;8.6;0;0;2014;13;Friday;June
10718;0;21.4;43;0;2;23.5;15.4;20;40.9;0;10.2;0;0;2014;14;Saturday;June
11288;0;18.5;14;0;-0.6;18.9;13;17.8;37.3;0;6.5;0;0;2014;15;Sunday;June
8448;0;22.1;53;0;0.9;23.3;12.1;21;37.3;0;8.1;0;0;2014;16;Monday;June
10147;0;20.1;38;0;-0.1;23.2;12.7;19.2;7.8;7.8;12.8;0;0;2014;17;Tuesday;June
8205;0;19.7;31;0;-0.4;22.9;12.6;19.3;9;1.2;9.7;0;0;2014;18;Wednesday;June
14694;0;21.9;64;0;0.1;23.5;11.6;18.9;13.1;4.1;13;0;0;2014;19;Thursday;June
11672;0;22.2;38;0;0.8;23.8;12.4;20.2;13.1;0;7.1;0;0;2014;20;Friday;June
16537;0;22.1;95;0;1.1;24.5;11.9;22.7;13.1;0;6.6;0;0;2014;21;Saturday;June
17189;0;23.4;77;0;1.9;27.2;13.4;24.5;7.6;2.3;17.2;0;0;2014;22;Sunday;June
7820;0;24.7;42;0;0.6;25.2;13.9;19.5;55.2;28.9;25.8;0;0;2014;23;Monday;June
5909;0;16;14;0;-1.5;18.9;14;18.2;54.7;23.5;7.1;0;0;2014;24;Tuesday;June
8462;0;22.1;35;0;-0.5;22.2;12.2;19.6;54.7;0;8.9;0;0;2014;25;Wednesday;June
13710;0;20.2;37;0;-0.6;21.9;11.9;20.5;54.7;0;5.4;0;0;2014;26;Thursday;June
9994;0;25.2;79;0;1.9;25.2;13.1;24.3;52.4;0;5.2;0;0;2014;27;Friday;June
11383;0;22.6;33;0;2;24.3;15.3;22.2;11.6;5.4;10.8;0;0;2014;28;Saturday;June
6516;0;15.3;1;0;-2.9;17.3;11.6;16;20.5;13.3;16.1;0;0;2014;29;Sunday;June
6245;0;15.1;25;0;-4.1;17.9;11.3;16.9;23.7;5;10.1;0;0;2014;30;Monday;June
11424;0;21.7;66;0;-1.8;22.4;9.8;20.3;24.9;0;6.7;0;0;2014;1;Tuesday;July
5455;0;15.7;8;0;-3.3;16.5;11.9;16.5;38.3;14.6;7.4;0;0;2014;2;Wednesday;July
14586;0;21.1;95;0;-0.5;25.3;11.5;23.5;30.3;0;6.3;0;0;2014;3;Thursday;July
9427;0;23.7;15;0;1.1;24.8;14.6;23.7;25.8;7.2;18.5;0;0;2014;4;Friday;July
9890;0;21.5;20;0;0.1;24;15.5;22.2;22.7;0.9;5.4;0;0;2014;5;Saturday;July
18496;0;26.7;84;0;2.7;29.1;14.6;25.9;43.5;16.4;13.6;0;0;2014;6;Sunday;July
8042;0;21.4;7;0;0;22.3;16.5;19.4;42.2;5.9;10.2;0;0;2014;7;Monday;July
4697;0;14.2;0;0;-4.8;16.7;12.3;13.4;53.8;22;10.2;0;0;2014;8;Tuesday;July
5370;0;14.6;1;0;-6.3;15.7;9.9;12.6;57.3;11.1;7.9;0;0;2014;9;Wednesday;July
5642;0;12.6;0;0;-6.7;13.7;10.3;13.3;66.8;8.9;3.4;0;0;2014;10;Thursday;July
5583;0;17.1;1;0;-3.6;17.7;13.5;16.7;57.2;14.8;4.3;0;0;2014;11;Friday;July
9470;0;20.2;12;0;-2.2;21.8;14.8;15.3;71;19.4;9.8;0;0;2014;12;Saturday;July
10557;0;18.9;19;0;-1.9;22;14.5;19.7;67.7;12.9;8.9;0;0;2014;13;Sunday;July
7044;0;19.8;27;0;-2;21.9;15.4;16.2;90.7;36.5;6.8;0;0;2014;14;Monday;July
12826;0;21.9;41;0;-0.4;24.3;15;21.1;81.1;0;6.6;0;0;2014;15;Tuesday;July
17629;0;24.7;95;0;1;27;13.5;24.4;68.7;0;5.7;0;0;2014;16;Wednesday;July
18440;0;27;99;0;3;30;15.4;26.6;42.8;0;6.6;0;0;2014;17;Thursday;July
15695;0;28.2;100;0;3.5;31.2;14.7;29.1;34.5;0;5.8;0;0;2014;18;Friday;July
18042;0;28.6;73;0;4.1;31.4;15.3;26.6;0;0;4.8;0;0;2014;19;Saturday;July
10887;0;23.2;13;0;2.1;26;15.6;20.6;11.9;11.7;18.8;0;0;2014;20;Sunday;July
7198;0;19.4;4;0;-2.6;19.9;15;16.9;49.9;19.1;5;0;0;2014;21;Monday;July
4610;0;18;0;0;-2;18.6;15.9;18;67.9;37.1;4.8;0;0;2014;22;Tuesday;July
10968;0;22.4;6;0;0.6;23.9;16.9;21.9;67.9;0;7.3;0;0;2014;23;Wednesday;July
13077;0;21.6;54;0;-0.1;25.1;15.8;22.2;68.5;0.6;5.5;0;0;2014;24;Thursday;July
16947;0;25.8;77;0;0.8;26.9;13.8;24.2;59.3;2.1;10.1;0;0;2014;25;Friday;July
8503;0;17.6;0;0;-2.8;18;15.6;16.6;31.6;10.4;6.8;0;0;2014;26;Saturday;July
11492;0;19;5;0;-1.5;22;15.3;19.7;13.6;0.5;5.3;0;0;2014;27;Sunday;July
10635;0;23.5;52;0;-0.7;25.3;14.2;17.3;25.3;8.3;18.3;0;0;2014;28;Monday;July
6849;0;17.5;6;0;-2.7;20.1;14.6;18.6;25.5;4.2;4.7;0;0;2014;29;Tuesday;July
7272;0;17.2;0;0;-2.3;18.5;15.2;17.8;35;10.1;5.8;0;0;2014;30;Wednesday;July
12893;0;22.9;30;0;0.3;24.6;15.8;23.3;24.7;2.1;6.5;0;0;2014;31;Thursday;July
23460;0;22.3;47;0;0.1;25.2;14.5;22.7;24.7;0;5.3;1;1;2014;1;Friday;August
13272;0;22.9;24;0;0.2;24.3;16.3;22.2;19.5;5.9;16.2;0;0;2014;2;Saturday;August
12601;0;18.5;23;0;-1.5;21.4;14.9;19;20.9;2.8;8.1;0;0;2014;3;Sunday;August
12673;0;22.4;44;0;-1;24;13.7;19.2;14.5;0.5;10.2;0;0;2014;4;Monday;August
11552;0;19.4;16;0;-1.2;22.5;14.3;20;15;5.8;6.3;0;0;2014;5;Tuesday;August
19768;0;22.6;52;0;-0.9;23.3;12;20.9;16.1;0;7.1;0;0;2014;6;Wednesday;August
12777;0;22.5;14;0;-0.6;22.8;15.8;18.1;13.2;4.6;7.3;0;0;2014;7;Thursday;August
22016;0;24.5;71;0;1.6;26.4;16;23.8;12.4;1.5;12.5;0;0;2014;8;Friday;August
13197;0;23.1;45;0;2;25.3;17.5;23.3;7.8;1;10.2;0;0;2014;9;Saturday;August
17450;0;25.2;35;0;2.9;28;17.5;23.8;60.9;25.9;15.7;0;0;2014;10;Sunday;August
6000;0;16.5;0;0;-1.9;19.2;14.5;15.6;76.8;44.9;9.5;0;0;2014;11;Monday;August
13854;0;21.1;49;0;-1.3;21.8;13.3;19.3;73.3;0;5.1;0;0;2014;12;Tuesday;August
6390;0;17.1;19;0;-2.5;20.1;13.9;16.6;72.9;1.1;25.3;0;0;2014;13;Wednesday;August
11221;0;18.8;35;0;-2.8;20.1;12.6;16.9;76.2;0.1;9.8;0;0;2014;14;Thursday;August
8696;0;14.2;14;0;-5;18.5;11.4;13.3;30.2;9.4;12.3;0;0;2014;15;Friday;August
11345;0;14.9;20;0;-5.1;17.8;10.1;13.3;13.6;3;8.9;0;0;2014;16;Saturday;August
22715;0;19.2;83;0;-3.3;22.2;8.6;19.3;13.5;0;6.8;0;0;2014;17;Sunday;August
11671;0;21.5;69;0;-1.3;24.5;10.9;19.1;16;0;10.3;0;0;2014;18;Monday;August
7825;0;17.5;10;0;-2.3;19.5;12.8;17.4;11.5;3.5;5.3;0;0;2014;19;Tuesday;August
8965;0;18.9;14;0;-2.5;18.9;12.4;16.8;9.1;5.2;6.2;0;0;2014;20;Wednesday;August
10626;0;18.2;36;0;-3.2;20;10.6;16.5;8.7;0;5;0;0;2014;21;Thursday;August
13351;0;20.1;50;0;-1.9;21.7;11.2;18.9;8.7;0;5.9;0;0;2014;22;Friday;August
13688;0;15.7;3;0;-3.3;17.2;11.7;15.9;12.2;0.9;5.9;0;0;2014;23;Saturday;August
16071;0;15.3;26;0;-4.4;17.5;10.2;15.3;12.2;6.1;6.9;0;0;2014;24;Sunday;August
8690;0;16.7;9;0;-3.8;17.2;9.5;14.9;10.2;1.1;12.7;0;0;2014;25;Monday;August
5056;0;15.9;0;0;-2.1;19;13.6;18;23.5;10.4;12.3;0;0;2014;26;Tuesday;August
7448;0;19;10;0;-0.5;20.4;14.3;17.8;23.5;5;5.1;0;0;2014;27;Wednesday;August
13848;0;22.7;70;0;1.3;24;14.2;19.4;16.5;0;5.1;0;0;2014;28;Thursday;August
8235;0;23.7;27;0;1.3;24.5;15.1;18.1;58;38.3;12.4;0;0;2014;29;Friday;August
12037;0;20.4;33;0;1.1;22.6;15.6;19.5;54.8;3.2;5.1;0;0;2014;30;Saturday;August
10029;0;19.3;1;0;-1.6;20.1;12.2;13;78.3;32.4;9.7;0;0;2014;31;Sunday;August
5154;0;16.3;10;0;-3.2;17;10.1;13.8;78.4;4.5;5.5;0;0;2014;1;Monday;September
9671;0;17.7;62;0;-2.4;19.6;8.7;17.2;78.4;0;8.5;0;0;2014;2;Tuesday;September
9374;0;17.7;14;0;-1.1;18.7;10.8;16.7;36.9;0;6.8;0;0;2014;3;Wednesday;September
12027;0;20.5;41;0;1.3;21.6;13.1;19.6;36.9;0;4.8;0;0;2014;4;Thursday;September
10992;0;20.3;10;0;1.9;22.5;14.7;19.2;0.1;0;4;0;0;2014;5;Friday;September
16321;0;22.6;80;0;2.5;24.5;13.2;21.1;0;0;5;0;0;2014;6;Saturday;September
20302;0;23.5;80;0;3.2;25.3;14;21.6;0;0;4.4;0;0;2014;7;Sunday;September
10840;0;24;82;0;4.2;25;15.6;21.2;0;0;4.7;0;0;2014;8;Monday;September
8621;0;21.8;18;0;3.2;22;15.8;18.5;1.1;0.8;5.3;0;0;2014;9;Tuesday;September
6604;0;19.6;15;0;2.6;21.3;15.9;18.2;1.4;0.6;6.5;0;0;2014;10;Wednesday;September
7266;0;15.8;10;0;-0.4;18.3;12.2;16;1.9;0.5;7.8;0;0;2014;11;Thursday;September
6254;0;14.9;14;0;-2.2;15.4;11;12.6;4;2.1;5.3;0;0;2014;12;Friday;September
9809;0;16.1;8;0;-0.6;18;11.1;15.7;4;0;5.7;0;0;2014;13;Saturday;September
16028;0;18;46;0;0.1;20.2;10.4;17.2;2.9;0;5.1;0;0;2014;14;Sunday;September
7707;0;19.1;59;0;2.1;21.8;12;19.2;2.6;0;4.8;0;0;2014;15;Monday;September
11667;0;22.2;98;0;2.9;24;12.2;19.9;2.1;0;5.4;0;0;2014;16;Tuesday;September
11734;0;22.9;76;0;3.4;23.6;12.8;19.3;0;0;5.5;0;0;2014;17;Wednesday;September
8965;0;21.2;12;0;3.4;21.7;13.9;18.8;0;0;4.4;0;0;2014;18;Thursday;September
9041;0;22;32;0;4.3;23;14.3;19.1;0.3;0.3;5.3;0;0;2014;19;Friday;September
11386;0;21.6;37;0;4.5;23.4;15.3;19.5;8.5;1.7;5.3;0;0;2014;20;Saturday;September
9759;0;19.3;18;0;2.1;21.2;13.5;15.1;49.1;29.3;10.4;0;0;2014;21;Sunday;September
4240;0;16;14;0;-0.9;16;8.2;13.6;49.8;18.5;6.8;0;0;2014;22;Monday;September
8154;0;15;76;0;-2.4;17.3;7.1;12.3;49.8;0;6.4;0;0;2014;23;Tuesday;September
7102;0;17;65;0;-0.6;18.7;7.3;16;59.1;8.9;7.7;0;0;2014;24;Wednesday;September
5236;0;14.5;41;0;-1.6;16.1;8.4;12.1;51.2;1;5.8;0;0;2014;25;Thursday;September
10206;0;16.3;68;0;-1.4;18.2;7.4;13.2;10.6;0;4.5;0;0;2014;26;Friday;September
14127;0;17.6;79;0;0.1;19.6;8.6;15.5;9.9;0;5;0;0;2014;27;Saturday;September
19404;0;18.9;79;0;1.7;21.5;9.6;16.3;9.9;0;5.4;0;0;2014;28;Sunday;September
11383;0;21.1;93;0;3.7;23.1;10.7;17.9;0.3;0;4.8;0;0;2014;29;Monday;September
5767;0;17.5;0;0;3.3;17.7;14.1;15.8;2.5;2.4;3.6;0;0;2014;30;Tuesday;September
4264;0;16.8;28;0;2.7;18.4;12.9;15.2;11.5;9.1;3.9;0;0;2014;1;Wednesday;October
7524;0;16.4;11;0;2.6;18.7;12.1;16;11.5;0;3.3;0;0;2014;2;Thursday;October
8204;0;16.5;1;0;2.7;17.6;12.6;13.9;11.5;0;3.9;0;0;2014;3;Friday;October
11183;0;14.5;22;0;1.4;17.7;10.5;14.4;20.4;3.6;5.2;0;0;2014;4;Saturday;October
10019;0;17.4;54;0;2.7;19.5;12.1;16.4;23.4;10.8;13.8;0;0;2014;5;Sunday;October
6981;0;16.9;55;0;1.6;17.9;10;13.1;14.7;0;5.2;0;0;2014;6;Monday;October
7069;0;16.7;20;0;2.9;18.6;11.3;14.9;18.9;2.6;5.1;0;0;2014;7;Tuesday;October
7593;0;16.8;21;0;3.4;19.4;11.6;16.1;18.9;1.9;4.8;0;0;2014;8;Wednesday;October
13606;0;22.1;86;0;4.7;23.4;9.5;18.1;10;0;6.1;0;0;2014;9;Thursday;October
8221;0;19.2;29;0;4.9;20.8;14;16.1;4.6;0;3.8;0;0;2014;10;Friday;October
5581;0;18.4;3;0;4.9;19.1;14;16.5;18;13.8;7.9;0;0;2014;11;Saturday;October
10280;0;15.1;18;0;3.5;18.7;11.9;14.7;13.8;0;5.4;0;0;2014;12;Sunday;October
2903;0;14.3;0;0;3.1;15.2;12;13.6;27.2;13.4;11.6;0;0;2014;13;Monday;October
7173;0;17.5;89;0;2.6;18;8.7;12.9;29.6;0.1;4.5;0;0;2014;14;Tuesday;October
5155;0;16.4;36;0;3.8;18.5;12;14.9;30.8;3.6;6.3;0;0;2014;15;Wednesday;October
4643;0;16;0;0;3.5;16.3;11.3;14.6;19.2;0.5;5.8;0;0;2014;16;Thursday;October
4069;0;18.6;16;0;4.9;19.2;11.2;15.2;19.4;1.8;18;0;0;2014;17;Friday;October
11622;0;18.3;100;0;3.4;20;9.6;14.1;6;0;3.6;0;0;2014;18;Saturday;October
21929;0;19;98;0;4.1;21.1;8.5;14.1;3.6;0;3.4;0;0;2014;19;Sunday;October
4364;0;20.5;63;0;5.7;21.3;9.8;16.5;20.9;9.2;12.7;0;0;2014;20;Monday;October
2089;0;20.2;33;0;5.3;20.8;8.4;16.4;35;21.3;29.1;0;0;2014;21;Tuesday;October
1697;0;6.2;2;0;-2.7;8.9;3.3;7;38.2;7.7;17.6;0;0;2014;22;Wednesday;October
2384;0;10.1;54;0;-1.6;11.2;2.8;7.3;38.2;0;14.2;0;0;2014;23;Thursday;October
3430;0;8.5;64;0;-3;10.7;2.2;7.1;38.5;0;7.1;0;0;2014;24;Friday;October
3513;0;10.4;0;0;0.5;11.1;6.4;10.4;22.4;2.5;3.1;0;0;2014;25;Saturday;October
10635;0;12.6;17;0;2.3;14.6;8.1;10.8;6.2;0.3;4.4;0;0;2014;26;Sunday;October
2950;0;10.3;0;0;1.4;10.6;8.9;9.4;2.8;0;5.1;0;0;2014;27;Monday;October
3888;0;13.1;99;0;1.8;14.6;6;9.3;2.8;0;6.4;0;0;2014;28;Tuesday;October
4213;0;14.7;90;0;1.6;15.5;4.8;10.8;2.9;0;4.1;0;0;2014;29;Wednesday;October
2957;0;13.8;52;0;2.6;15.7;6.9;9.8;0.4;0.4;4.1;0;0;2014;30;Thursday;October
3333;0;12.5;63;0;1.3;14.9;5.4;9.7;0.4;0;3.1;0;0;2014;31;Friday;October
4207;0;10.2;32;0;1;12.1;6;8.8;0.4;0;2.2;0;0;2014;1;Saturday;November
6100;0;14.1;100;0;1.9;16.1;4.5;8.6;0.4;0;2.9;0;0;2014;2;Sunday;November
2961;0;16.7;92;0;2.8;16.9;4.5;9.7;0;0;6.1;0;0;2014;3;Monday;November
1897;0;13.9;21;0;4;14.6;6;12.3;4.1;0;8.9;0;0;2014;4;Tuesday;November
5469;0;4.7;0;0;-1.2;9.8;0.6;2.8;46.7;42.7;6.9;0;0;2014;5;Wednesday;November
1338;0;5.4;0;0;-1.9;6;0.8;5.6;47.2;4.5;3.1;0;0;2014;6;Thursday;November
2037;0;8.4;93;0;0.5;10.3;2.4;7.8;47.2;0;5.4;0;0;2014;7;Friday;November
3790;0;11.3;100;0;0.8;12.9;2.4;6.8;47.2;0;4.3;0;0;2014;8;Saturday;November
4437;0;9.4;55;0;0.6;9.7;2.6;7.3;43.1;0;6.8;0;0;2014;9;Sunday;November
1346;0;9.6;0;0;1.7;10;3.6;8.1;0.5;0;2.6;0;0;2014;10;Monday;November
1778;0;7.9;0;0;2;8.8;6.3;7.3;0;0;4.9;0;0;2014;11;Tuesday;November
1279;0;9.6;3;0;3;10.5;6;9.1;14.3;11.9;4.3;0;0;2014;12;Wednesday;November
1506;0;10;7;0;3.5;11;4.9;8.5;14.3;2.4;4.6;0;0;2014;13;Thursday;November
1804;0;6.3;5;0;1.1;7.1;3.7;6.6;14.3;0;4.7;0;0;2014;14;Friday;November
2256;0;11;31;0;3.5;11.1;4.8;9.1;36;15.4;10.8;0;0;2014;15;Saturday;November
4258;0;10.1;78;0;3.1;11.3;4.9;7.3;36;6.3;6.7;0;0;2014;16;Sunday;November
1361;0;8.4;0;0;3.1;9.1;5.5;8;26.7;3.2;5.7;0;0;2014;17;Monday;November
1328;0;9;10;0;3;9.7;5.1;7;27.4;2.4;3.5;0;0;2014;18;Tuesday;November
2030;0;8.3;37;0;2.6;10.4;2.5;6.4;27.4;0.1;3.5;0;0;2014;19;Wednesday;November
1742;0;5.1;1;0;0.3;6;1.6;5.1;5.7;0;3.8;0;0;2014;20;Thursday;November
1658;0;7.5;22;0;2.8;8.6;5;6.4;5.7;0;4.2;0;0;2014;21;Friday;November
2978;0;7.3;31;0;2.1;8.3;2.9;6.2;0.8;0;2.9;0;0;2014;22;Saturday;November
2762;0;5.3;0;0;2.1;7;4.2;6.1;0.2;0.1;6.2;0;0;2014;23;Sunday;November
1708;0;13.5;88;0;6.6;15.1;5.7;10.7;0.2;0.1;5.5;0;0;2014;24;Monday;November
1165;0;9;0;0;5.2;9.1;7.8;8.1;0.3;0.1;4.5;0;0;2014;25;Tuesday;November
1341;0;9;0;0;5.5;9.7;7.6;9.2;0.3;0;2.5;0;0;2014;26;Wednesday;November
1282;0;8.1;0;0;4.8;8.6;7.2;7.8;0.2;0;3.2;0;0;2014;27;Thursday;November
2305;0;7;0;0;3.5;7.5;4.6;6.4;0.1;0;5;0;0;2014;28;Friday;November
2114;0;3.8;0;0;0.8;4.5;3.1;3.9;0.1;0;3.6;0;0;2014;29;Saturday;November
2404;0;4.5;0;0;1;4.8;3;3.9;0.2;0;4.3;0;0;2014;30;Sunday;November
1060;0;3.2;0;0;0.6;3.7;2.5;3.2;0.7;0.7;5.3;0;0;2014;1;Monday;December
1045;0;4.1;0;0;1;4.6;3;3.7;1.4;0.4;4.8;0;0;2014;2;Tuesday;December
973;0;3.9;0;0;1.4;4.6;3.2;4.6;2.3;1.1;4;0;0;2014;3;Wednesday;December
619;0;4.3;0;0;1.7;5;2.8;3.4;2.3;0.1;4.2;0;0;2014;4;Thursday;December
3372;0;4.1;0;0;1.5;4.2;3.1;3.7;2.3;0.1;3.9;0;0;2014;5;Friday;December
1743;0;3.6;0;0;1.1;4;2.4;3.6;2;0.3;5;0;0;2014;6;Saturday;December
2278;0;3.7;0;0;1.5;4.7;2.8;3.7;1.9;0;3.8;0;0;2014;7;Sunday;December
1187;0;4.2;0;0;1.5;5;2.3;3.7;4.7;2.1;3.9;0;0;2014;8;Monday;December
860;0;1.9;0;0;0;2.7;0.2;2.3;7.1;4.6;7.4;0;0;2014;9;Tuesday;December
1208;0;2.7;1;0;-0.1;3.4;-0.6;2.6;8.6;0.4;6.2;0;0;2014;10;Wednesday;December
1700;0;7.6;3;0;3.4;8.3;0.5;7;8.5;1.4;16.5;0;0;2014;11;Thursday;December
2739;0;6.8;78;0;1.7;7.5;-1.6;5.4;7.9;0;11.9;0;0;2014;12;Friday;December
1304;0;8.4;37;0;2.1;9.1;-0.3;3.9;4.2;0;4.3;0;0;2014;13;Saturday;December
2227;0;8.9;4;0;3.8;9.6;1.6;6.7;1.8;0;3.8;0;0;2014;14;Sunday;December
1158;0;9.7;0;0;5.3;9.9;3.8;7.7;0.5;0;3.8;0;0;2014;15;Monday;December
1053;0;6.6;0;0;4.5;7;4.1;6.3;5.4;5.4;3.6;0;0;2014;16;Tuesday;December
1208;0;6;0;0;3;6.3;2.5;4.2;13.3;7.9;3.4;0;0;2014;17;Wednesday;December
1486;0;6.6;0;0;4.2;7.4;3;7.4;16.2;2.8;3.3;0;0;2014;18;Thursday;December
2065;0;7.3;28;0;5.8;11.8;4.9;6.3;18.9;2;15.6;0;0;2014;19;Friday;December
1683;0;7.5;21;0;5.4;8.9;4.7;5.6;18.5;0.8;10.3;0;0;2014;20;Saturday;December
3128;0;6.8;85;0;2.4;7.6;-0.6;2.4;13.5;0;6.2;0;0;2014;21;Sunday;December
2347;0;5;74;0;-0.3;5.3;-2;1.6;5.6;0;3.6;0;0;2014;22;Monday;December
2899;0;7.4;100;0;0.1;9.2;-2.5;2.1;2.7;0;2.7;0;0;2014;23;Tuesday;December
0;1;4.9;71;0;-0.1;6.3;-2.3;0.8;0.1;0;4.1;1;1;2014;24;Wednesday;December
0;1;5.2;0;0;2.2;5.7;0.3;3.5;2;2;8.7;1;1;2014;25;Thursday;December
0;1;4.5;12;0;0.5;5;-2.3;0.7;2;0;5.9;1;1;2014;26;Friday;December
0;1;0.8;0;7;0.1;4.6;-3;2.5;10.4;7.2;14.2;0;0;2014;27;Saturday;December
0;1;-1.7;0;16;-2.4;2.8;-5.4;-3.2;17.6;8.4;11.4;0;0;2014;28;Sunday;December
0;1;-5.4;17;24;-6.3;-2.6;-8.6;-3.6;21.7;4;5.6;0;0;2014;29;Monday;December
0;1;-1.7;0;32;-3.1;-1.1;-3.5;-1.9;24.1;4.4;2.4;0;0;2014;30;Tuesday;December
